BF: Con ciclo, Sin ciclo, Primera vez que encuentra el ciclo
0.05,1.014,5.136,20.119102,31.358,58.894,90.851,145.64,199.887,271.34,361.517,480.277,619.879,798.11,973.601,1198.564,1468.028,1753.838,2072.75,2413.034,2822.196
0.011,0.656,4.908,11.12,30.12,62.984,98.061,132.539,197.381,260.188,353.9,466.591,609.41,768.26,984.553,1181.272,1430.066,1718.294,2031.684,2388.622,2801.562
0.014,0.712,5.517,16.997,37.636,62.178,99.82,140.741,193.268,264.988,352.544,467.217,605.001,775.545,961.249,1179.734,1430.696,1716.986,2035.838,2393.824,2802.386
