FWCon, BFCon, FWSin, BFSin
0.05,1.014,5.136,20.119102,31.358,58.894,90.851,145.64,199.887,271.34,361.517,480.277,619.879,798.11,973.601,1198.564,1468.028,1753.838,2072.75,2413.034,2822.196
0.031,0.599,3.113,15.448,27.318,48.057,87.93,115.143,148.14,199.388,262.028,346.979,455.529,572.783,699.367,857.902,1044.006,1247.826,1483.378,1739.288,2030.656
0.011,0.656,4.908,11.12,30.12,62.984,98.061,132.539,197.381,260.188,353.9,466.591,609.41,768.26,984.553,1181.272,1430.066,1718.294,2031.684,2388.622,2801.562
0.015,0.6,2.708,7.861,22.402,41.668,84.652,102.179,143.088,188.792,255.232,336.44,440.148,587.009,721.625,850.755,1042.994,1238.038,1477.892,1728.128,2009.02
